ID,gaslit_yesno,text,story_wordcount
3297,yes,"A student might feel like they work to many hours and this may be affecting there school work. The manager might respond by trying to tell the student that they don't actually work that much, or that work is not what is affecting there work. By saying this the manager is trying to keep the student working the same amount of hours. The student might be frustrated or upset by this. ",72
3300,yes,One time my friend tried to tell me that the reason why he doesn't hang with a certain type of people is because he had a bad experience with one person for said group. As I was trying to tell him that was very closed minded he proceeded to disregarded what I was saying and tried to shove his belief down my throat and that he was right and I was wrong. ,73
3310,yes,"Today the student worker arrived at work and the supervisor approaches them and says that they didn't have to come in today and that the student would have known that if they read their texts. But the student knows that the supervisor never texted them and states that, but this only irritates the supervisor and makes them more angry, because they ""definitely"" did text and everything is the students fault. So the student leaves since they didn't have to come in and double checks their texts and there was never a text from the supervisor. ",97
3323,yes,"The supervisor schedules the student worker 18 hours a week, and the worker works their scheduled hours. But when the paycheck comes in it only calculated that they worked 5 total hours. Bringing it to the attention of the supervisor, they continue to tell them that they only came in for 5 hour that week, and the worker must be a little tired and forgetful how much they actually worked. The supervisor tells the worker to go home and get some rest because their mind is scrambled. ",87
3436,yes,"For example the student worker may be taking an order and then make it and get everything correct (what the customer wanted). The customer then may complain or say that something is wrong and ask to speak to a supervisor. The supervisor handles everything well in front of the customer but when the student worker and the supervisor are alone, the supervisor tell the worker that they are constantly messing up and doing everything wrong even though the supervisor also knows the worker made everything perfect and consistently does. ",89
3463,yes,"Sarah, my supervisor, is often criticizing me that I'm not doing things correctly, like replenishing desserts or making coffee way too slow. I know i did what I was meant to. She says I'm wrong and she's right every time I try to clarify. Although I am very certain that I did everything correctly, it gives me the impression that I cannot trust my own memory or what I did. It is quite discouraging and causes me to doubt my own abilities.",85
3466,yes,My manager asked me to come in on my day off but I explained that I did not want to. They told me that if I have no plans then I should want to work. If I do not work then I am not being a team player. I never have missed a shift. I just would like a day off but my manager is gaslighting me into coming to work by telling me I'm not a team player.,80
3473,yes,"The student worker's shift starts at 3:00 pm every day. Typically, the student clocks in at about 2:45 pm. However, the student clocks in directly at 3. The student's supervisor tells them that they are late despite them being right on time. The supervisor goes even further telling the student that they're always late and has the time clock to prove it. The student knows they've never been late but starts to doubt themselves when the supervisors brings up their ""proof"".",87
3485,yes,"The supervisor can be gaslighting the student worker by lying saying that there was money missing from the register and blaming the student as if they were the ones who took it, when really it was the supervisor who miscounted or took the money themselves. The student worker maybe questioning themselves trying to backtrack their steps to see if they did anything wrong, they can be trying to explain that they are not at fault, or they may eventually believe that the were at fault due to how much the supervisor is gaslighting them.",94
3498,yes,The supervisor convinces the student worker to come in on a day off due to the fact of the lack of workers that day. To convince the student worker by making them feel as if its their duty to come into work and how hurt or how difficult the shift will be without them. Making them feel thats what they were hired for the short notice of coming into work. Making them overall feel bad and making them feel like they need to work. ,84
3501,yes,"I walk into work, another shift I'd been forced to pick up by Brenda, my manager. The first thing I see as I walk in is the crowd of people waiting for their coffee, exactly why I don't enjoy working weekends. But, Brenda tells me all the time that I'm lazy and force my workload onto the other employees, so here I am, picking up the busiest shift of the week. She does this to me all the time, she makes me feel like I'm the weakest link just so she can get me to work more. When will it end?",105
3505,yes,"As I was adjusting the steam wand frothing the milk pitcher, I felt his hand brushed against my arm.  He then proceeds to say "" Good form, sweetheart"". My heart races, as the feelings of anxiety start to well up in my throat. To which I choke the word "" Pardon"" stepping back. "" Who do you think you're talking to?"" I ask. He then proceeds to step back and claim I am overreacting that he was only trying to help me ""properly"" adjust the steam wand. ",85
3544,yes,"If the supervisor makes a mistake on a customers order, the student worker fixes it and explains to the supervisor the customers complaint. Instead of the supervisor accepting their mistake and thanking the worker for fixing and pointing out the problem, the supervisor will abuse their ranking of power, and turn the situation so the fault it put on the worker. Like for example; ""well you should've been paying attention to the order so I didn't have to make it""",82
3566,yes,I work at a coffee shop on campus. My boss came up to me one day and started complaining about many things I didn't do. He said I didn't count the money in the drawer and I didn't restock the straws. I knew that he was wrong and I kept telling my boss that I did do those things. But my boss didn't care and kept saying he didn't and that if it happened again I would be fired. His words made me feel inferior. ,90
3582,yes,"The student worker helps the supervisor close the coffee shop.  The supervisor tells the worker to mop the floors while the supervisor does the counters.  When the worker finishes they ask if they can leave and the supervisor says that's fine and that they'll lock up.  In the morning when they go to open they find the door unlocked and the supervisor blames the worker.  When the worker points out that the supervisor said they'd lock up, the supervisor says that the worker never should've left before making sure the door was locked.  ",97
3598,yes,the supervisor is starting to put their hands on the student worker in an inappropriate way. The student feels uncomfortable and decides to call the supervisor out for heir behavior. The supervisor responds by saying that the student is blowing things out of proportion and trying to ruin their reputation. the supervisor says they are very hurt that the student would do something like that. the student apologizes and allows the behavior to continue.,74
1023,yes,"The student worker accidentally spilled a customer's drink and the student did not think it was a big deal because the customer was okay, and simply asked for a new drink. The supervisor heard this event from the other student workers, and asked the student worker about it. The supervisor proceeded to make this accident bigger than it actually was by blaming the student worker and saying ""It is all your fault...you have always been so clumsy and everyone agrees with me"". This is the first time the student worker has ever had an accident. The student worker began to get upset, and the supervisor passively aggressively stated, ""It was just a joke, can't you tell that I was joking around with you? Why can't you take the joke?""",133
1658,yes,"One morning, as Joe arrives for his early morning ""clopening"" shift at the campus coffee shop, he finds his supervisor in the stock room whipped into a frenzy because the shop has apparently completely run out of oatmilk for the drinks on the plant-based specialty menu-which happen to be the most popular drinks that students order. As soon as Joe's supervisor, Ken, lays eyes on him, Joe knows that he's probably about to be blamed for whatever it is that has Ken so riled up-as usual. Right on cue, as soon as Joe steps foot into the stock room, Ken starts laying into him, saying how he had reminded Joe last week to submit the bulk order for the plant-based menu drinks, which should have included the oatmilk. Still slightly disoriented from having to wake up early right after closing late the night before, Joe tries to defend himself, saying that he doesn't remember Ken ever asking him that; Joe vaguely remembers overhearing Ken asking his coworker, Julie, to put in the plant-based order, but due to his extreme fatigue, he isn't really sure what he remembers happened in that instance. Ken fires back, insisting that he had told Joe specifically to put in the order, and points to the walk-in cold storage doors for emphasis, saying how the two of them had been standing right there when the supposed conversation occurred. Continuing his tirade, Ken reminds Joe how it had been his idea for the shop to expand their plant-based options in the first place, and that now Joe will have to be the one to explain to their customers why their drinks made with oatmilk won't be available until the next bulk shipment comes in. Joe had been the one to suggest that the shop carry more plant-based drinks, so even though he can't remember Ken asking him to put in the order, he figures that he probably should have known that Ken would expect him to do it anyway, and that it probably is his fault for forgetting about it. Once he seemed to be satisfied with Joe's state of submission, as he turned around to walk out the back door, Ken remarks offhandedly that he better get over this forgetfulness if he wants to keep his job. Tying his apron behind his back, Joe lets out a deep sigh as he heads out of the stock room towards the front of the shop to start his opening tasks for the day, feeling like no matter how hard he tries, he never seems to be able to do anything right.",448
1744,yes,"When Maddy got to work her manager pulled her to the side to ask her questions about yesterday. ""Why did you not put the blender in the right spot yesterday?"" He asked her. ""I'm not sure what you're talking about, when we closed I wasn't in the kitchen I was cleaning the seating area and bathrooms."" She questioned. He scoffed ""Don't lie to me. You always make these kinds of mistakes and now you're trying to pin it on someone else like you always do. Just do better I'm sick of this."" Maddie nods her head and walked back to washing her hands now questioning if she maybe did forget to put it back and has she been doing stuff like this all the time. She couldn't remember a time before that she had but maybe she was just forgetting. Yeah, her managers mean but he was probably being truthful. ",157
2125,yes,"I was working silently on the daily reports for the department. It was a slow day and it was often like this on campus. I heard the manager come up behind me and set down a stack of papers. He was requesting me to go to through an entire departments tests and enter the data into the system. The deadline for it was drastic for a single person. I had requested having someone else help and it was an instant problem. He began to argue stating that ""I was perfection capable of doing the job, or was I?"" It stung to thing I wasn't capable of performing, but the amount was thick. He asked why I was causing a problem within the workplace and it was baffling. ",128
2132,yes,"Tonight at work, I went out for a 10 minute smoke broke and my manager Tommy came up to me and told me that 10 minutes is entirely too long of a break to take. Tommy confused me because he smokes as well and when he goes out for smoke breaks he doesn't come back for at least a half an hour to 45 minutes. We can never find him when he is needed.    Last week I created a new drink by adding a few extra ingredients. I told some of the regulars at the shop to try the drink and my coworkers as well. People started coming in and wanting me to make this specialty drink for them. My manager Tommy talked to the owner of the store about adding this new drink that he created to the menu. When I asked Tommy why he didn't tell the truth about me creating the drink, he kept trying to convince me that it didn't matter that he told the owner he made it because we are a team. It didn't feel like a team.",188
2139,yes,"Student Worker asks for a day off for their graduation 2 weeks in advance and adheres to the days off request policies according to the worker's handbook.  Upon getting their weekly schedule, the student realizes that the supervisor schedules them for that day despite asking for that day off. The student brings this up to the supervisor and the supervisor states that they cannot take off of work because the student worker did not remind the supervisor of this date request. They remind the student worker that it is their fault that they didn't request the day off correctly and will have to work that day.  The student worker asks the supervisor what is the ""correct"" way of asking for a day off. The supervisor then states that the handbook has been recently updated to ask for days off a month in advance and it is the responsibility of the worker to ask for those changes. ",158
2142,yes,"The student worker is struggling to balance school, work, and personal problems. Though they're overworked, their supervisor refuses to give them time off. Making coffee can be stressful because customers can be rude. The student worker is also shy which makes their job harder. During the Christmas holidays, the student worker is relieved they finally get to get a break for the first time. They inform their supervisor, who tells them they must work extra shifts during the holidays. The student tries to explain they want to go visit their family but their supervisor asks them to think about themself, who doesn't have a family to go home and will be lonely running the coffee shop alone. The supervisor emphasizes how other workers choose to help their boss during the holidays. The student feels bad and agrees to work overtime out of guilt. This is gaslighting. ",148
2204,yes,"As I made my way to the campus coffee shop to clock-in, I ran into one of my math professors that have been on sick-leave for a while. I had been lacking with getting my math work onetime due to balancing my other classes and working to pay off my tuition. This conversation between me and my professor resulted in me being 5 minutes late to work. I quickly went on my way to work greeted by my supervisor, without even a hello ""You are 5 minutes late"" was said with a angry tone. ""I apologize, It won't happen again I was speaking to my math professor."", I replied. ""This is not the first time, stop being lazy and get to work onetime, you are the reason why the line is so long right now."" ",138
2256,yes,"It was a cool fall morning. Amanda came into work feeling refreshed and ready to start her day off on a good note. A few hours had passed by in her shift when she noticed her supervisor had finally come out of his office. Immediately she shuts down and almost becomes robotic. As he approaches, she lowers her head while trying to focus on getting an order ready for a customer. In her head, Amanda thinks, ""Gosh, what does he have to complain about now? Did I do anything wrong? I hope he doesn't yell at me in front of all these people. Please walk away."" The supervisor arrives at her workstation and overviews what she is doing. He stops, scoffs, and continues on his way. Amanda watches as he walks away in relief. Her shoulders finally drop and she hands the customer their drink.",146
2313,yes,"I took a customers order and when I announced her total she told me that something wasn't right so I read her order back to her again. She told me it was right but the price was wrong, so I called the supervisor over and he didn't look happy to be helping me. He asked ""what is the issue"", I explained the situation to him and he told me ""no the customer is right what are you doing?!"" I tried to explain to him that everything was typed into the system correctly but he told me it wasn't and the customer somehow got her whole order for free.",111
2332,yes,the supervisor tends to reprimand the student worker every day once they come in and do their job. They are constantly telling them that they are doing everything wrong and need to start working harder. They say that they are making the drinks wrong and no one is going to want to get coffee here anymore because of how bad they are working. The student fights back with them verbally and explains how they haven't had any upset customers and have been getting tipped well. The supervisor continues to gaslight them and say how they will get fired if they get another complaint and don't work hard or faster enough. ,112
2349,yes,"The student worker was working late one night with their supervisor. It was closing time and the student worker had just finished cleaning the machines in the coffee shop. The next job that had been assigned to them was to count the money in the register before handing it off to their supervisor for confirmation and to receive their tips. The student worker counted the money in the register once and found that they were short about 100 dollars. Just to be sure, the student worker counted the money once more but came to the same conclusion. They decided to ask their supervisor about it. The supervisor counted the money and then told the student worker that they had counted it wrong. The student worker was confused and asked their supervisor to count again. Their supervisor counted the money again out loud, though they were quick about it so the student worker struggled to keep up. Their supervisor once again told them that they had miscounted and suggested that the student worker must've been exhausted. The student worker was confused but felt that this certainly could be a possibility so they dropped it. Shortly after that, the student worker was told to go home early because their supervisor said that they'd finish closing up.",216
2352,yes,"I believe I am a good worker and this fact is generally supported by the fact that I arrive on time to work and always achieve the task that are assigned to me. One day my boss tell me that I am a bad worker because I don't achieve all my tasks before they leave the building. I list off my reasons to my boss as to why I am a good worker but my boss continually tells me I am not because I ""never get any work done before the day is over"". My boss makes me feel like I am not doing enough even thought I know I am doing everything I have been assigned to do.",120
2361,yes,"There is a barista working at the register taking a customer's order and there is a manager standing next to them making a cup of coffee for someone else. There is at least 5- 10 feet of space between them. As the barista is talking to the customer, the manager spills the cup of coffee and has to remake it. He looks at the barista and says ""you made me drop that, so you remake it."" The barista questions him about it, as they were talking to and focused on the customer and says ""I couldn't have caused that, I was over here doing my thing while you were making that."" The manager fires back and says ""well you seemed like you were talking to me, so I got distracted and spilled the coffee."" The manager forces the barista to now make both cups of coffee and goes back to his office.",154
2364,yes,"I work at a local coffee shop and I get paid $8 an hour along with tips, every time i get my tip jar it seems way less than what a days worth would look like. I had questioned my supervisor because he counts the tips and this seems to happen often. The next time, he counts the tips in front of me and I still get less than that amount so I asked what had happened to the remaining $20 I was owed. He stated ""there wasn't 20 more dollars"" which leaves me questioning if I heard the correct amount or if he is lying.",107
2375,yes,"  It was finally the end of my shift, I was ready to go back to my dorm and take a nap. I have a huge exam this upcoming Friday morning. I go to knock on the office door so I could talk to Jason about having off on friday like we previously talked about. He says to ""Come in."" I walk through the door and was expected to be met with eyes but instead he was looking at the computer. I start off by saying, ""Hey, so as we spoke about before I am unable to work this friday."" He looks up with a confused expression and begins to speak, ""Why arent you able to work this friday, and when did we have a conversation about this."" I respond with, ""I sent you a text last week before you made the schedule, and you responded, ""K"""". But that doesnt answer the question of why you cannot work friday,"" Jason spewed. ""I have a really important exam and I need my morning off so I can make sure I'm prepared and able to get to the text on time."" ""Jenna, I feel like you should have already planned accordingly, you knew that you had this exam so my first time hearing about it should not have been a week before, and also do you realize that having a job means responsibility. There are somethings that you have to sacrifice when you work."" I responded, ""my school work comes before this job."" Jason responds quickly, ""Well maybe you no longer need to be apart of this team since you feel that way."" I reply, ""You know what? Maybe you are right, I quit.    ",282
2421,yes,"I work in the coffee shop usually on barista duty. My supervisor frequently asks me to do multiple things at once in which I cannot handle. I frequently tell him that I need to focus on just the barista part considering I am new to the job. I also am a full time student with 6 classes. The supervisor told me that I need to pick up more shifts or else he'd fire me, he also told me that he knows I need this job considering I pay for schooling myself. I now feel the need to pick up more shifts despite my busy academic schedule. He also says he is older than me so he knows best and he is higher up professionally, even though he just needs help with his business because its failing. ",137
2434,yes,"On a Tuesday afternoon, at the coffee shop on campus,  Jessica ( student worker) was taking an order from a customer who wanted a medium latte and pumpkin bread loaf. As she goes to warm up the bread loaf , she feels an uncomfortable cramp In her stomach, which stops her in her tracks causing her to make a huge gasp. Another co-worker runs to ask Jessica if she's okay , then helps her to a chair so she can catch her breathe.  A few moments later, Kevin ( Supervisor) walks out of the office to see Jessica and immediately ask, "" Jessica why are you sitting down as if you're on break, you are always slacking!"" Jessica reply, "" i'm so sorry sir, I just had a really bad stomach and needed to rest for the time being."" "" It's okay, I just know who not to make a nominee for our employee of the month contest in two weeks .."" replies the supervisor. Jessica has been the employee of the month at the coffee shop for two months in a row now and because she was voted for that position and not under the control of the supervisor, he was able to use this event to turn it against Jessica to discredit her work ability and ethic, although she is still a good worker but felt unwell at one point. ",229
2457,yes,"so the student worker works at the coffee shop, but also has to take care of her siblings because her dad is in jail and her mom works a lot. this means that her family is dependent on her. she comes to work tired all the time. she was getting ready to leave her shift when the supervisor comes and tells her to work overtime. she says she cannot because she is tired, and the supervisor says that she is j a child and that she has no reason to be tired. she explains to the supervisor her home situation, in which the supervisor replies, ""there are people with bigger problems in the world"". ",114
2462,yes,I am a the student worker that has been at home sick for the past 2 days. My supervisor has informed me that if I don't come into work tomorrow then the I will be fired due to insubordination and being disrespectful. I have explained the level of my sickness to my supervisor and went to the doctor. The doctor gave me a note showing a detailed presentation of my sickness. I returned to work once I was feeling well againMy supervisor did not care for the note from my doctor and proceeded to make me do an enormous amount of work that is usually split up between 4 people so I quit. ,114
2478,yes,"The student worker takes an order for a coffee as a customer ordered it- a pumpkin spice latte. They ring it up and make the latte. When making it, a customer asks for oat milk, which costs extra. The worker says they cant because they already charged it as normal milk. They give the latte and the customer leaves. When doing inventory, the manager blames the worker for low oat milk, and says ""its because you always give it to people without charging!"". The worker, perhaps not the most strong willed and in a vulnerable position talking to a boss, apologizes rather than explaining the truth and defending herself. Giving into the gaslighting",113
2663,yes,"the supervisor notices the student worker stuggling and decides to come over and watch her   as i was working at the coffee shop, i was  making a latte for a customer and my supervisor comes over to help me. as i was going around my supervisor for something on the counter next to us, my supervisor knocks over a cup of hot coffee. she then proceeds to blame me for her knocking the cup over saying "" this is all your fault! you need to watch were you are going. now clean this up!"". i couldn't believe she said i knocked it over when i wasn't near her or the cup. all i did was walk around her.",119
2687,yes,"The manager came into the shop and said I was doing a terrible job and customer complaints are coming in frequently because of me.  I know that the issue is that the manager isn't present, he hasn't ordered the right supplies and he hasn't hired enough employees to replace the ones that have quit because of his short comings.  I am aware that i am doing my absolute best, and its probably his fault, but he says the complaints are about me and my attitude, and i start to believe it a little bit.  I have had a bad attitude and i have been frustrated because of everything going on.  Maybe I have been doing. a bad job and I am a ad employee. I think its his fault but maybe I should be capable of doing good regardless of the circumstances and I'm not actually cut out for this job. ",155
2689,yes,"The student worker opens the coffee shop on campus every Saturday morning at 6 am for a year. The student worker is the first one there and the manager arrives after the student worker has set up the coffee and breakfast at 7 am. The student worker because she needs the money to pay for school has never showed up late to a morning shift in the year worked there. One Saturday, the student worker's car tire is flat. The student worker calls the manager to communicate that they will be 30 minutes late for their shift. The manager responds ""that's totally fine, I will come in early to open for you this time."" The student worker thinks everything is ok based on the managers response. The student worker comes in late to the shift and the manager says nothing indicating a problem. The next week when the student worker is not late, opens the coffee shop and the manager arrives the manager says, ""I'm surprised you aren't late again and I have to open for you."" The student worker is confused because the manager did not seem upset a the time and has only been late once while working at the campus coffee shop for a year. The student worker alerted the manager right away about what happened and did not skip the shift. The manager continues to do this for the next couple of Saturday's even when the student worker is not late. The manager is gaslighting the student worker by assuming the student will be late every Saturday because of the one time they had trouble getting there on time. ",278
2709,yes,"The student notices that their coworkers are being treated better than the student. The supervisor holds high importance to the coworkers' complaints and makes accommodations for them.     While passing each other in the break room, the student has a negative interaction with one of these coworkers. In this interaction, the coworker made an aggressive remark about the student being an awful employee and that the student shouldn't have ever been hired.    When the student approaches the manager about this incident, the manager is quick to shift the blame onto the student instead of hearing them out. The coworker and the supervisor team up on the student and start convincing the student that their actions were the actual issue, not the snide remarks of the coworker. Further worsening the issue, the supervisor gets the rest of the staff to     The student goes home and starts questioning what she saw, heard, and interpreted; she begins to feel like this was her fault.",161
2718,yes,"It take place where the supervisor know that this student is still learning and never had experience in working before. The student tends to make minor mistakes as someone who is new.  The supervisor keeps saying to the student work that he does not belong in the shop, too young to work, and can not do anything right. The student will always be thinking that the coffee shop is not a place that welcomes to him. While the supervisor keep looking down at this student,  the student will have a has a low self-esteem and become insecure about himself. This will make the student feel not belong and work too much under pressure. This will shape the student's mindset if he is coming to a different work environment.",130
2719,yes,"The student worker asks the supervisor about getting a raise because it was told to him in detail that he would get a raise after working for 6 months. The student has now been there for a year and works day in and day out and has not received a raise. The supervisor's nephew, John has been working there for 4 months and has already received a raise before the student. When the student tries to confront the supervisor, the supervisor says that he never said they would be getting a raise based on how long they've been there and insists that the student worker doesn't work as hard as his nephew. The supervisor has gaslighted the student worker.",122
2766,yes,"The student worker often works the closing shift alone, or with little help. Because this coffee shop is on campus, it is open later and is busy right up until closing. One night, the supervisor left abruptly early, leaving the student worker without a goodbye or justification. The student worker, because they didn't know any better, and because it wasn't in their job description, did not lock the safe at closing. They went back to their dorm, not thinking anything of it. The next shift, however, when the worker arrived to work, the supervisor was seen speaking with campus police. Come to find out, the shop had been robbed, and the safe had not been locked nor the money counted before close the previous night. The supervisor adamantly told the police, and their boss, that it was the student worker's fault, and that they should be held liable because the supervisor had told them before they left last night to lock the safe. The student worker was confused, as the supervisor did not say that. The student worker tried to bring this up, but the supervisor continued to shut them down, saying that it was their fault that they weren't paying attention. The student worker continued to replay last night in their mind, and because they had been taught to respect authority no matter what figured that the supervisor must be right, as he was very adamant that his version of events were right. This caused the student worker to be very confused, even scared because they had absolutely no recollection of their supervisor telling them to lock the safe before leaving. ",276
2788,yes,"I am working at a coffee shop as a barista for over 3 months already. Today, my supervisor started to question my ability for making some cups of coffee. For example, I was preparing medium roast coffee for my supervisor. But, he told that it's a light roast, but not medium, and started to question if I put the right coffee beans, and told that I'm inattentive, and spoiled his coffee. He also told that I changed and that I used to better at this. The same he told, when I was preparing a coffee to my customer, which made me to think if I was doing it in the right way.",114
2792,yes,"One day Suzie comes into work at Saxby's. Her day is going along just like any other, making drinks and food for hundred of students and faculty. As the day goes on Suzie gets more and more tired feeling the time move slower. An order comes for in for an iced coffee with two shots of vanilla and it's Suzie's last drink of the day so she was feeling the potential of relief. However, while she was making the drink she dropped it all over the floor, she knew this wasn't going to end well. Her supervisor Mike looked at her with frustration, ""Jesus Suzie, you can't do anything right can you. You're here to do the simplest task and yet you still manage to screw it up."" Suzie felt manipulated into guilt. She made one lousy mistake, was it really that bad?",149
2809,yes,"At work, I know that I cleaned the counters, and made enough cold brew for the next shift as that is my job requirement. When I came in for my next shift, the supervisor gave me a warning and told me that I needed to clean up and make the coffee for the next shift as there was none at all when they were working. I told them I did as I do every evening before closing. They argued with me and said that this is the FIFTH time they came in for the next shift after me and the setup wasn't complete for the next shift. I work with another coworker for closing and they can confirm that we did setup for next shift. The supervisor told me that I need to do my job I am paid for or my vacation hours will be reduced. ",148
2832,yes,"Tanya is a student worker who works at a coffee shop on campus. Recently, she started noticing that her supervisor was spending time playing games on his phone during busy rushes while the staff needed an extra set of hands. Tanya confronts her boss, politely asking if he could help out the rest of the staff during these rushes, but she is met with an angry response. He coldly retaliates to her, ""I've never once been on my phone during a shift, focus on your own job before you lose it"". This is an example of gaslighting because he is denying the fact that he was on his phone, even when Tanya saw him with her own eyes, which leads to Tanya questioning her sanity.",126
2853,yes,"One day the supervisor went to check in with the student worker at the coffee shop. The supervisor goes up to the student worker and says ""We're going to have a problem, I saw you just give that customer and extra pastry for free."" The student worker for a split-second questions whether or not they did that but then realizes that could not be possible. They defend themselves by saying that they didn't and that they would not do something like that. However, the supervisor insists that happened, and relentlessly argues that it did, trying to convince the student worker to either believe them or just ultimately admit to something that they didn't do.",118
2855,yes,"The student worker had asked for time off for a funeral that she had to attend several weeks in advance. She made sure her manager knew and they had even talked about it over the phone. She granted her the time off. About two days before she had to go to the funeral, her manager called her and asked her when she was coming in. She then reminded her thinking that her manager had forgotten about the funeral, but her manager then told her that she had never talked about that and was never told about the funeral. The student ended up quitting because her manager was manipulating her into thinking was going insane. ",114
2870,yes,"The student comes in to work one day and the supervisor says ""you were late again, do you realize how much extra work I have to do when you decide to come in late every single day?"" The student checks the clock and sees that he is only late by 10 minutes, and this is only the second time he's ever been late. The student goes to ask a co worker how busy it's been and they say, ""oh we've been super slow, not much has really happened."" The supervisor later iterates that the student's co-workers all have a problem with the student showing up late to work. But in reality the other coworkers don't seem to mind or even notice. The student begins to question if he is a good fit for the job, and thinks about quitting so the rest of the employees won't be bothered by him anymore.",158
2889,yes,One day the student tells a customers order to their supervisor and makes sure to check that they both have the name of all 3 drinks. The student and supervisor are making the drinks and place them for delivery. The student notices there are only 2/3 drinks made and asks the supervisor where the other drink is. The supervisor instead gets mad at the student for not telling them about the 3 drinks and claims they were only aware of 2 drinks for the order. The supervisor then blames the student for the mess-up and the student questions whether they heard the order right or if they told their supervisor the correct order. ,115
2890,yes,"The student worker is told by his boss that he will get a 45 minute break at a certain time so they can utilize it for homework or studying. The student is grateful for this break because it can give them time to catch up on their work for classes. One day, the student worker arrives and is working a hard shift. This shift is so busy that once the student worker gets to the time of his break, he won't waste a second. Unfortunately, the student workers boss only gives him 15 minutes of a break instead of 45. This is a form of gaslighting because the boss said one thing and did another (small lies) which impacts the student worker negatively.",124
2891,yes,"When walking into the coffee shop to start my shift, I (the student worker) noticed that the floor next to the entrance was a bit slippery. I decided to go tell my supervisor that part of the floor next to the entrance was slippery and could be a possible hazard. My supervisor told me to just leave it and nothing bad will happen. I insisted that we should at least put up a sign saying that the floor is slippery, but, my supervisor simply dismissed me and told me to get back to work. About 30 min into my shift, a customer walks in and falls due to the slippery floor. The customer then starts to yell in frustration and asks to speak to the individual who manages the coffee shop (my supervisor). My supervisor comes out and feigns ignorant about the floor being wet. They then turn to me, in front of the customer that slipped, and claim that it was my fault for not doing something about the slippery floor since I was closest to the entrance.",179
2913,yes,"Today has been a long day. After I finish my classes I head to the coffee shop to begin my 6-hour shift. ""Can I have an iced mocha latte, no whipped cream, extra sugar."" The customer says without looking up from her phone. ""Sure, that'll be $3.00"". I begin making her latte just as my supervisor, Mike, walks out from the back office. ""Hey what's up Stacy"" he says with a smirk. ""Hey."" I say blandly. ""Stacy, the drawer was short last night, I think you're not charging people the right amount. We all know you aren't the smartest"". I was confident about being on the cash register until he commented.",117
2926,yes,"The student worker- I walk into work and notice a pile of papers on the counter. I remember that before the end of the shift yesterday, my supervisor told me that she would take care of the papers all I need to do is close the store. I put my things down and begin cleaning to start my day, my supervisor comes in and shouts at me saying ""what happened to the papers I told you to put on my desk."" I answered, ""you told me yesterday you would take care of them I just need to close."" She looked at me and said she specifically asked me to put them there several times during the day. She proceeded to tell me that I look tired and that maybe I am too tired to pay attention. She then said she remembers me answering her each time she mentioned the papers agreeing that I would do it.",156
2928,yes,"I was new to working at a coffee shop so memorizing the ingredients in each drink was challenging at times. My supervisor was also a bit hard on me. There were a few incidents that I was blamed for, which was very unfair to me. When my supervisor was demonstrating how to make a certain beverage we both reached over for a cup and she accidentaly  knocked over the bag of coffee beans but asked me how I managed to knock them over. This took me by surprise because they were on her side. I proceeded to tell her I didn't do it and she told me to be more careful next time and that I was at fault because im new to the shop.",126
2973,yes,"I always make sure to check the register when closing up for the day. My supervisor pulled me aside once and told me that I hadn't properly locked up for the night, because the register was never opened to be counted for. I wasn't sure what they were talking about, and I told them that I always make sure each night. I was told then that I hadn't checked in, and I definitely missed it because I've been so busy lately. They told me that they wouldn't ever make this up since they're a supervisor and it's their job to check over the employees works. Because of that, I genuinely thought that I forgot to check the register and felt bad.",128
2999,yes,"I recently started working at the coffee shop on campus I've been here for about 3 months now and I have this supervisor from hell. He's the kind of person who gets promoted for being on the job for a long time but not having the work ethic of being a supervisor. At work yesterday my supervisor said to me if I come in late again that I will be fired. In response to him, I said I wasn't late and I've never been late and if I was late how would you even know when you are always late yourself? He then gets upset and says well I'm the one who signs off on your check! I then walk away and proceed to do my work as usual. My other coworker jasmine comes in an hour and a half late and he doesn't say anything to her. I get frustrated how can he accuse me of being late and threaten to fire me for something he knows I didn't do but when someone actually does it he says nothing? I brush it off and continue to work. ",195
3017,yes,"Fred being the supervisor and Dale being the student.   Fred told Dale that all requests off have to be made a week in advance and placed on the calendar. Dale has been working here for about a month now and needs next Thursday off for a midterm study group session. Dale puts it in the calendar and  goes to his group study session. Dale receives a message from his supervisor that he is fired due to not showing up for his shift. Dale is confused because he added it to the calander like protocol stated. Fred tells Dale that is not the way it works, why does he think the schedule revolves around him there are other people in the coffee team, he isnt the only one and that Fred is the one to accept or deny all requests off. Fred allows Dale to keep his job but continues to make remarks about how selfish Dale is and is not a team player and makes up his own rules and criticizes anything he does openly to everyone on shift. ",179
3034,yes,"The student has a late night exam that is scheduled during their normal shift. The student informs the manager well in advance that she cannot work that shift, and the manager approves their day off. The manager forgets to schedule someone else to cover their shift, and blames it on the student. The manager claims that the student never told him about the exam and because she didn't get the shift covered and notify the manger, that it is the students fault. The student argues back that they did in fact notify the manager well in advance, but the manager proceeds to blame it on the student and blame them for the chaos in the coffee shop during that shift. The student feels so terribly that they take the blame for the open shift, even though they informed the manager well in advance. ",144
